0 6
0 7
1 5
1 7
1 10
2 5
2 7
2 10
3 5
3 7
3 10
4 1
4 7
4 10
5 5
5 7
5 10
6 1
6 7
6 10
7 5
7 7
7 10
8 1
8 7
8 10
9 1
9 5
9 7
9 10
10 7
10 10
11 1
11 7
11 10
12 7
12 10
13 1
13 7
13 10
14 1
14 7
14 10
15 1
16 1
16 10
17 1
17 7
18 1
19 1
19 7
20 1
20 7
21 1
21 5
21 7
22 1
22 4
22 7
23 1
23 5
23 7
24 4
24 5
24 7
25 1
25 7
26 1
26 4
26 5
26 7
28 1
28 4
28 5
28 7
29 1
29 4
29 5
30 1
30 4
30 5
30 7
31 1
32 1
32 4
32 5
32 7
33 1
34 1
34 4
34 5
34 7
35 1
36 1
36 4
36 5
36 7
37 1
37 5
38 1
38 4
38 7
39 1
39 5
39 7
39 9
